회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
대주이엔티,114920,1차 철강 제조업,"이중보온관, 엘리베이터 가이드 레일",2013-07-01,12월,황광수,http://www.daejooent.co.kr,인천광역시
바이오코아,216400,자연과학 및 공학 연구개발업,"CRO(분석/생동/임상) 서비스, 유전체 분석 및 유전체 분석제품 개발 등",2015-06-29,12월,황승용,http://www.bio-core.com,서울특별시
빅텐츠,210120,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마, OST",2014-12-16,12월,조윤정,http://www.victents.com,서울특별시
씨알푸드,236030,"곡물가공품, 전분 및 전분제품 제조업","시리얼, 시리얼바",2017-12-14,12월,이상범,http://www.crfood.co.kr,충청북도
에브리봇,270660,가정용 기기 제조업,물걸레 로봇 청소기,2017-07-24,12월,정우철,http://www.everybot.co.kr,경기도
위월드,140660,통신 및 방송 장비 제조업,"이동위성통신안테나, 위성방송시스템",2013-12-26,12월,박찬구,http://www.wiworld.co.kr,대전광역시
질경이,233990,기타 화학제품 제조업,여성청결제 및 질염치료제 개발,2015-12-29,12월,최원석,http://www.jilgyungyi.com,서울특별시
청광종건,140290,토목 건설업,"관도급, BTL, 자체사업",2013-12-20,12월,허숭,http://www.chungkwang.co.kr,서울특별시
파인이엠텍,278990,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리",2017-10-31,12월,"홍성천, 홍지태",http://www.fineemtech.co.kr,경기도
피노텍,150440,소프트웨어 개발 및 공급업,"인터넷전자등기시스템, 비대면금융거래플랫폼, 로보카운슬링 솔루션, 비대면실명확인 솔루션",2014-12-05,12월,김우섭,http://www.finotek.co.kr,서울특별시
GBS,76170,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화 제작배급/영화상영관,멀티플렉스 운영,부대사업/종합유선방송,중계유선방송,방송채널 사용",2004-01-16,12월,김산,http://www.gbscorp.co.kr,강원도
KB손해보험,2550,보험업,손해보험,1976-07-05,12월,양종희,http://www.kbinsure.co.kr,서울특별시
KB증권,3450,금융 지원 서비스업,"수입수수료,금융수익,증권매매익",1975-09-30,12월,"박정림, 김성현",http://www.kbsec.com/,서울특별시
KNC,18590,,"초고속인터넷네트워크장비,무선중계기장비 제조,소프트웨어 개발",1997-10-28,12월,곽종호,http://www.knc.co.kr,경기도
LGEI,2610,,,1970-04-13,12월,"구본무,구자홍,구본준,정병철",http://www.lgeinvestment.co.kr,서울특별시
LG파워콤,45820,전기 통신업,"유선통신설비임대, 초고속인터넷서비스",2008-11-27,12월,이정식,http://www.lgpwc.com,서울특별시
SBI모기지,950100,기타 금융업,고정금리 주택담보 대출,2012-04-30,03월,나오미 토모유키,http://www.sbim.jp,일본
SEI에셋,34770,재 보험업,,1999-04-27,,박경민,,
강원산업,900,,,1976-03-05,12월,,,서울특별시
거북선7호,134000,,,2010-11-10,12월,김연신,http://www.komarf.com,부산광역시
건설산업,29000,,,1977-06-30,12월,,,
경남기업,800,건물 건설업,"아파트건설,도급건설",1973-02-12,12월,장해남,http://www.kne.co.kr,충청남도
경남은행,6610,보험업,금융업(예금 및 대출),1972-06-15,12월,문동성,http://www.kyongnambank.co.kr,경상남도
경향건설,2050,,"토목공사(도로,터널,지하철,항만),건축공사(업무용,상업용 공공건물),폐기물,상하수도 처리시설건설,주택건설",1977-12-17,12월,유정욱,http://www.kyonghyang.co.kr,서울특별시
고려석유화학,21170,,,1996-11-22,12월,,,
고려시멘트,3660,"시멘트, 석회, 플라스터 및 그 제품 제조업","슬래그시멘트,포틀랜트시멘트 제조",1987-01-23,12월,"유창수, 양원돈",http://www.krcement.co.kr,광주광역시
광주고속,28800,,,1975-12-27,12월,,,
금경,15980,,,1989-08-29,12월,,,
금성전기,29260,,,1976-06-29,12월,,,
나이키스포츠,28630,,"스포츠 신발,의류,스포츠용품 도매",1989-11-15,12월,하윤도,,
대우통신,5060,,부동산 임대,1987-05-29,12월,김용구,http://www.daewootelecom.co.kr,인천광역시
대진해운,28920,,,1974-02-21,12월,,,
동방화공,4290,,,1977-06-04,12월,한승희,http://www.ikenterprises.com,서울특별시
동북아15호,84240,,운수장비 임대,2005-08-12,12월,김연신,,부산광역시
동북아29호,89190,,운송장비 임대,2006-05-19,12월,김연신,,부산광역시
동북아5호,80980,,운수장비 임대,2004-12-29,12월,권기훈,,부산광역시
동성,2470,,"아파트건설,사무,상업용 건물건설,건축공사,토목공사,소방공사,전기공사/부동산 임대",1989-09-05,12월,김중호,,서울특별시
동신제약,6600,,"의약품(알부민,인플루엔자백신,뇌염백신),의약품부외품 제조,도매",1987-08-01,12월,"변진호, 신승권",http://www.dong-shin.com,서울특별시
동아정기,12760,,"자동차용 차축,농기계용 기아펌프류 제조",1986-11-17,12월,박제경,http://www.dongapm.co.kr,경기도
맥슨텔레콤,9890,,"GSM휴대폰,무선전화기,무전기 제조",1984-12-13,12월,이 종 욱,http://www.maxon.co.kr,충청북도
메리츠종금,12420,기타 금융업,"종합금융,리스(시설대여업),단기금융,증권,투자신탁",1994-09-16,03월,김동훈,http://www.imeritzbank.com,서울특별시
미원,2440,,,1970-05-21,12월,,,서울특별시
백산전자,28600,,,1988-01-28,12월,,,
보고산업,29130,,,1975-12-27,12월,,,
봉신,5350,해상 운송업,"외항화물운송/주물기계,프레스기,제지기계,감속기 제조,수출,판매",1988-08-12,12월,남택봉,http://www.bongshin.co.kr,인천광역시
삼미광업개발,29190,,,1966-10-04,12월,,,
삼성건설,2010,,,1968-12-27,12월,,,
삼성디지털이미징,108070,사진장비 및 광학기기 제조업,디지털카메라,2009-03-10,12월,박상진,,경기도
삼익건설,2180,,"아파트건설,비주거용건물건설,국내,외 건설공사/부동산 공급",1978-08-18,12월,최윤희,http://www.samik.com,서울특별시
삼환기업,360,토목 건설업,"종합건설업,아파트분양사업,해외건설업,해외 유전개발사업 및 가스개발사업",1973-09-03,12월,단독대표 정화동,http://www.samwhan.co.kr,서울특별시
서광건설산업,1600,토목 건설업,"주택건설,토목공사/무역/펌프,압축기 제조",1989-11-16,12월,"이승 , 한윤우",http://www.skce.co.kr,경기도
성원건설,12090,토목 건설업,"토목건축공사,철강재설치,전기공사,도로포장/아파트분양",1991-02-22,12월,임휘문,http://www.sungwon.co.kr,전라북도
성화,4610,,,1989-08-25,12월,,,
세신,4230,생활용품 도매업,"스텐레스식기류 도매,제조,수출입",1978-07-28,12월,김학래,http://www.seshin.co.kr,경상남도
솔로몬저축은행,7800,은행 및 저축기관,상호신용금고,1996-11-19,06월,"임석, 정일대",http://www.solomonbank.com,서울특별시
신성에프에이,104120,특수 목적용 기계 제조업,팹공정자동화장비,2008-09-01,12월,김주헌,,경기도
신진자동차판매,28870,,,1968-12-27,12월,,,
신한증권,3320,,,1989-10-20,03월,,,서울특별시
쌍용종금,14490,,,1988-06-15,03월,,,인천광역시
아세아페이퍼텍,9380,"펄프, 종이 및 판지 제조업","표면지용 크라프트지,라이너지,골판지원지(라이너지,크라프트라이너보드(KLB)지) 제조,판매",1995-08-18,12월,박원희,http://WWW.ASIAPAPERTEC.COM,경기도
아시아8호,81930,,운송장비(선박) 임대,2005-02-15,12월,신주선,http://www.koreashipfinance.com,부산광역시
알보젠코리아,2250,의약품 제조업,의약품(카리메트),1973-11-10,12월,이준수,http://www.Alvogenkorea.com,서울특별시
영진테크,12470,,,1989-09-29,12월,,,
영창악기제조,1890,상품 중개업,"피아노,디지탈피아노 제조",1984-07-28,12월,"정수균,이영호",http://www.ycpiano.co.kr,인천광역시
외환신용카드,38400,재 보험업,"신용카드발행,이용,대금결제,금융업,기타여신금융업,보험대리,여행알선,부동산 임대",2001-12-21,12월,이주훈,http://www.yescard.co.kr,서울특별시
우창건설,29240,,,1976-12-27,12월,,,
율산실업,29980,,,1978-01-30,12월,,,
이코리아리츠,138440,부동산 임대 및 공급업,,2011-03-10,03월,박 노 식,http://www.ecoreit.co.kr,서울특별시
인성기연,28620,,,1989-01-26,12월,,,
인켈,6510,,,1981-12-19,12월,,,
인터피온반도체,14010,,"아날로그,믹스드(Mixed)반도체 제조,판매",1989-06-21,06월,"주성준, 최규엽",http://www.interpionsemi.co.kr,경기도
일진,10510,,"통신선(동복강선,광케이블,옥외전화선),통신장치,알루미늄샷시 제조,도매,수출 위성방송",1988-06-18,12월,이교진,http://www.iljin.co.kr,서울특별시
일화모직공업,1590,,"방적(소모혼방직물,소모사,방모사),직조,염색 가공,도매,무역",1989-07-29,11월,변동원,http://www.ilhwawool.co.kr,경기도
진흥저축은행,7200,은행 및 저축기관,"정기부금예수금,신용부금,부금대출,할인어음",1985-04-09,06월,한상구,http://www.jsbank.co.kr,서울특별시
케드콤,11050,통신 및 방송 장비 제조업,"전화기(GSM Phone), 산업용 앰프,아날로그위성방송수신기,디지털위성방송수신기,전동타자기,컴퓨터용케이블,커넥터,셋톱박스,MP3 제조,수출",1988-09-01,12월,김학전,http://www.kedcom.com,서울특별시
코리아07호,99210,,선박 임대,2008-01-07,12월,신주선,http://www.koreashipfinance.com,부산광역시
코원에너지서비스,26870,연료용 가스 제조 및 배관공급업,"도시가스 판매,공급/공급설비공사",1995-12-21,12월,대표이사 조민래,http://www.daehancitygas.com,서울특별시
코크렙8호,90540,부동산 임대 및 공급업,"비주거용 임대,개발",2006-06-15,06월,신창우,,서울특별시
트윈스비전일,34840,재 보험업,,1999-04-27,,최용식,,
파브코,101990,자동차 신품 부품 제조업,,2008-06-09,12월,조남일,http://pavco.co.kr,대구광역시
풍림산업,1310,건물 건설업,"토목공사,건축공사,플랜트공사,석공사/아파트분양,콘도미니엄분양/천연화강석 제조",1978-11-30,12월,이윤형,http://www.poonglim.co.kr,서울특별시
플러스1호,34990,재 보험업,,1999-06-17,,김영덕,,
하나은행,4940,은행 및 저축기관,"금융업(은행업무,외국환업무,신탁업무)",1994-04-04,12월,함영주,http://www.kebhana.com,서울특별시
한국유리공업,2000,유리 및 유리제품 제조업,"판유리,플로트유리,무늬유리,마블라이트 제조,도매",1969-06-27,12월,이용성,http://www.hanglas.co.kr,서울특별시
한국전기초자,9720,유리 및 유리제품 제조업,"유리밸브(TV브라운관용,PC모니터용) 제조,판매,수출",1995-12-21,12월,카와하라 카즈노부,http://www.heg.co.kr,경상북도
한국종금,11260,재 보험업,,1994-03-29,03월,,,
한라시멘트,12910,,,1990-07-14,12월,,,
훈영,17170,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화 제작,배급",1995-07-08,12월,정득룡,http://www.primeenter.co.kr,인천광역시
휴리프,6210,영상 및 음향기기 제조업,"디지털가전기기(LCD-TV,Monitor 등) 제조",1977-06-29,03월,하현,http://www.hulif.co.kr,서울특별시
GT&T,53870,통신 및 방송 장비 제조업,"중계기, 통신공사",2001-12-13,12월,이세한,http://www.gt-t.com,서울특별시
HK저축은행,7640,은행 및 저축기관,대출이자,1992-08-01,06월,김 종 학,http://www.hksb.co.kr,서울특별시
KTB전환32,44400,,유가증권등의 매매등을 통한 자산의 투자·운용업무,2000-06-30,,김국주,,서울특별시
국정교과서,24930,,교과서,1996-07-01,12월,황태랑,,세종특별자치시
그린기술투자,25340,신탁업 및 집합투자업,투자서비스,2000-05-04,12월,강정원,http://www.gtic.co.kr,서울특별시
그린에셋일호,45080,,유가증권등의 매매등을 통한 자산의 투자·운용업무,2000-07-24,05월,정창락,,서울특별시
금강정공,22770,,타워크레인,1996-07-01,12월,전태영,http://www.kgp.co.kr,충청북도
나노트로닉스,10670,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",침구류,1996-05-14,12월,한 진 호,http://www.nano-tronix.com,서울특별시
남신,8680,,,1996-07-01,12월,,,인천광역시
네오리소스,58550,기타 전문 도매업,CDMA 중계기,2002-05-07,12월,강영재,http://www.neo-21.co.kr,경기도
네오세미테크,89240,영상 및 음향기기 제조업,"산업용특수모니터(서버용,의료용등),반도체유통",2006-12-22,12월,"공동대표이사 박동창, 송준석, 김근",http://www.neosemitech.com,인천광역시
네오퍼플,28090,음·식료품 및 담배 도매업,"쨈, 난황 등 식음료제조",1996-11-29,12월,정상관,http://www.neopurple.co.kr,서울특별시
네프로아이티,950030,기타 정보 서비스업,"온라인 광고, 모바일 컨텐츠",2009-04-24,03월,카나이 타케시,http://www.nepro.jp/it/,일본
녹십자의공,14660,,,1996-07-01,12월,,,경기도
뉴씨앤씨,45240,,네트워크 통합,2001-08-07,12월,탁기호,http://www.newcc.co.kr,서울특별시
다임마이스터전환형일,36430,,유가증권등의 매매등을 통한 자산의 투자·운용업무,1999-10-15,12월,한동주,,서울특별시
동방금고,8410,,,1996-07-01,06월,,,서울특별시
동산진흥,31960,봉제의복 제조업,의류임가공,1996-12-23,12월,정 준 호,,서울특별시
디씨씨,34750,텔레비전 방송업,"CATV 시청료,중계유선 컨버터대여료",1999-06-11,12월,강대관,http://www.dccn.co.kr,서울특별시
디아이디,74130,전자부품 제조업,TFT-LCD용BLU,2005-07-27,12월,무토 마사후미,http://www.didsp.co.kr,충청남도
디패션,30420,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","네트웍(LAN,WAN)",1997-07-04,12월,신칠성,http://www.mtrack.co.kr,서울특별시
렉스엘이앤지,4790,영상 및 음향기기 제조업,위성방송수신기,1995-12-23,12월,최동열,http://www.kiryung.co.kr,서울특별시
로보트보일러,10920,,,1996-07-01,12월,,,인천광역시
리젠트프로1,37430,,"유가증권의 매매등을 통한 자산의 투자, 운용업무",1999-12-24,,김석규,,서울특별시
리타워텍,20860,,가스보일러용배출기,1991-03-25,05월,허원혁,http://www.littauer-tech.com,서울특별시
마이다스전환형일호펀,36040,,"유가증권의 매매등을 통한 자산의 투자, 운용업무",1999-11-12,,강신조,http://www.midasasset.com,서울특별시
맥스브로,88810,플라스틱제품 제조업,세탁기용드럼TUB(플라스틱사출물),2006-04-17,12월,김정훈,,경기도
미래아이티3,40940,,유가증권등의매매등을통한자산의투자·운용업무,2000-05-15,03월,김태우,,서울특별시
미래에셋드림삼호펀드,35330,,유가증권등의매매등을통한자산의투자·운용업무,1999-08-13,,이봉현,,서울특별시
미래에셋스팩1호,121950,금융 지원 서비스업,합병(유일목적사업),2010-03-12,12월,안재홍,,서울특별시
미래에셋이글일호펀드,34450,,"유가증권의 매매등을 통한 자산으 투자, 운용업무",1999-04-16,,양로수,,서울특별시
미리넷,56710,통신 및 방송 장비 제조업,"ESM솔루션, 웹 리포팅 솔루션",2002-01-10,12월,이상철,http://www.millinet.co.kr,서울특별시
박현주드림칠호자산배,35790,,유가증권등의 매매등을 통한 자산의 투자·운용업무,1999-10-15,,이병익,,서울특별시
박현주자산1,37490,,"유가증권등의 매매등을 통한 자산의 투자, 운용업무",2000-01-28,,구원회,,서울특별시
블루멈,33880,봉제의복 제조업,"금융 포털 서비스, 엔터테인먼트 포털 서비스, 벤쳐 인큐베이팅",1998-10-13,12월,맹필재,http://www.grandport.com,서울특별시
블루스톤,33720,소프트웨어 개발 및 공급업,"멀티미디어 통합솔루션, 가상교육솔루션",2000-06-27,12월,"김영렬, 김영기",http://www.intus.co.kr,서울특별시
비앤비성원,15200,1차 철강 제조업,스테인레스강관,1997-01-17,12월,"김충근, 박형채",http://www.bnbsw.co.kr,전라남도
